date,ward,chlorine_mgL,turbidity_NTU
2021-10-20,Kalapatti,0.05,96.9
2021-10-20,Kovaipudur,0.05,103.5
2021-10-20,Selvapuram,0.05,116.3
2021-10-20,Kurichi,0.05,60.2
2021-10-20,Vadavalli,0.05,69.3
2021-10-27,Gandhipuram,0.05,91.6
2021-10-27,RS Puram,0.05,79.0
2021-10-27,Saibaba Colony,0.05,74.6
2021-10-27,Peelamedu,0.05,82.8
2021-10-27,Singanallur,0.05,105.0
2021-10-27,Saravanampatti,0.05,96.4
2021-10-27,Race Course,0.05,67.7
2021-10-27,Ukkadam,0.05,75.8
2021-10-27,Town Hall,0.05,60.1
2021-10-27,Kuniyamuthur,0.05,99.6
2021-10-27,Sundarapuram,0.05,75.9
2021-10-27,Podanur,0.05,86.5
2021-10-27,Thudiyalur,0.05,72.0
2021-10-27,Vadakovai,0.05,118.0
2021-10-27,Ganapathy,0.05,86.2
2021-10-27,Kalapatti,0.05,85.8
2021-10-27,Kovaipudur,0.05,91.8
2021-10-27,Selvapuram,0.05,89.1
2021-10-27,Kurichi,0.05,67.2
2021-10-27,Vadavalli,0.05,73.3
2021-11-03,Gandhipuram,0.05,81.6
2021-11-03,RS Puram,0.05,99.3
2021-11-03,Saibaba Colony,0.05,86.1
2021-11-03,Peelamedu,0.05,94.7
2021-11-03,Singanallur,0.05,75.6
2021-11-03,Saravanampatti,0.05,88.9
2021-11-03,Race Course,0.05,60.0
2021-11-03,Ukkadam,0.05,95.6
2021-11-03,Town Hall,0.05,64.2
2021-11-03,Kuniyamuthur,0.05,116.0
2021-11-03,Sundarapuram,0.05,77.1
2021-11-03,Podanur,0.05,77.7
2021-11-03,Thudiyalur,0.05,80.4
2021-11-03,Vadakovai,0.05,99.8
2021-11-03,Ganapathy,0.05,101.0
2021-11-03,Kalapatti,0.05,80.3
2021-11-03,Kovaipudur,0.05,68.4
2021-11-03,Selvapuram,0.05,78.2
2021-11-03,Kurichi,0.05,59.9
2021-11-03,Vadavalli,0.05,63.6
2021-11-10,Gandhipuram,0.05,121.7
2021-11-10,RS Puram,0.05,121.7
2021-11-10,Saibaba Colony,0.05,92.4
2021-11-10,Peelamedu,0.05,64.9
2021-11-10,Singanallur,0.05,95.5
2021-11-10,Saravanampatti,0.05,87.4
2021-11-10,Race Course,0.05,86.8
2021-11-10,Ukkadam,0.05,88.0
2021-11-10,Town Hall,0.05,95.2
2021-11-10,Kuniyamuthur,0.05,109.2
2021-11-10,Sundarapuram,0.05,67.0
2021-11-10,Podanur,0.05,80.2
2021-11-10,Thudiyalur,0.05,97.0
2021-11-10,Vadakovai,0.05,120.0
2021-11-10,Ganapathy,0.05,59.7
2021-11-10,Kalapatti,0.05,71.4
2021-11-10,Kovaipudur,0.05,118.4
2021-11-10,Selvapuram,0.05,88.8
2021-11-10,Kurichi,0.05,82.0
2021-11-10,Vadavalli,0.05,62.9
2021-11-17,Gandhipuram,0.05,98.0
2021-11-17,RS Puram,0.05,82.2
2021-11-17,Saibaba Colony,0.05,80.2
2021-11-17,Peelamedu,0.05,98.8
2021-11-17,Singanallur,0.05,86.5
2021-11-17,Saravanampatti,0.05,76.8
2021-11-17,Race Course,0.05,85.7
2021-11-17,Ukkadam,0.05,65.0
2021-11-17,Town Hall,0.05,69.8
2021-11-17,Kuniyamuthur,0.05,60.6
2021-11-17,Sundarapuram,0.05,77.5
2021-11-17,Podanur,0.05,87.8
2021-11-17,Thudiyalur,0.05,112.8
2021-11-17,Vadakovai,0.05,80.4
2021-11-17,Ganapathy,0.05,46.3
2021-11-17,Kalapatti,0.05,53.3
2021-11-17,Kovaipudur,0.05,86.2
2021-11-17,Selvapuram,0.05,84.5
2021-11-17,Kurichi,0.05,74.4
2021-11-17,Vadavalli,0.05,51.8
2021-11-24,Gandhipuram,0.05,82.9
2021-11-24,RS Puram,0.05,75.8
2021-11-24,Saibaba Colony,0.05,81.7
2021-11-24,Peelamedu,0.05,123.7
2021-11-24,Singanallur,0.05,93.6
2021-11-24,Saravanampatti,0.05,100.2
2021-11-24,Race Course,0.05,91.4
2021-11-24,Ukkadam,0.05,73.1
2021-11-24,Town Hall,0.05,39.6
2021-11-24,Kuniyamuthur,0.05,96.3
2021-11-24,Sundarapuram,0.05,81.3
2021-11-24,Podanur,0.05,125.5
2021-11-24,Thudiyalur,0.05,57.1
2021-11-24,Vadakovai,0.05,98.2
2021-11-24,Ganapathy,0.05,85.0
2021-11-24,Kalapatti,0.05,64.1
2021-11-24,Kovaipudur,0.05,56.8
2021-11-24,Selvapuram,0.05,72.8
2021-11-24,Kurichi,0.05,86.7
2021-11-24,Vadavalli,0.05,79.6
2021-12-01,Gandhipuram,0.05,81.7
2021-12-01,RS Puram,0.05,97.2
2021-12-01,Saibaba Colony,0.05,73.9
2021-12-01,Peelamedu,0.05,106.2
2021-12-01,Singanallur,0.05,80.1
2021-12-01,Saravanampatti,0.05,60.4
2021-12-01,Race Course,0.05,59.9
2021-12-01,Ukkadam,0.05,61.9
2021-12-01,Town Hall,0.05,85.3
2021-12-01,Kuniyamuthur,0.05,65.4
2021-12-01,Sundarapuram,0.05,94.9
2021-12-01,Podanur,0.05,88.6
2021-12-01,Thudiyalur,0.05,68.5
2021-12-01,Vadakovai,0.05,92.9
2021-12-01,Ganapathy,0.05,63.7
2021-12-01,Kalapatti,0.05,98.7
2021-12-01,Kovaipudur,0.05,71.2
2021-12-01,Selvapuram,0.05,82.3
2021-12-01,Kurichi,0.05,47.2
2021-12-01,Vadavalli,0.05,97.1
2021-12-08,Gandhipuram,0.05,29.5
2021-12-08,RS Puram,0.21,22.2
2021-12-08,Saibaba Colony,0.24,17.0
2021-12-08,Peelamedu,0.07,26.5
2021-12-08,Singanallur,0.05,24.9
2021-12-08,Saravanampatti,0.05,22.6
2021-12-08,Race Course,0.05,13.1
2021-12-08,Ukkadam,0.38,13.9
2021-12-08,Town Hall,0.11,20.2
2021-12-08,Kuniyamuthur,0.05,16.9
2021-12-08,Sundarapuram,0.05,19.1
2021-12-08,Podanur,0.25,18.1
2021-12-08,Thudiyalur,0.33,20.4
2021-12-08,Vadakovai,0.26,14.7
2021-12-08,Ganapathy,0.05,20.8
2021-12-08,Kalapatti,0.05,14.8
2021-12-08,Kovaipudur,0.15,18.0
2021-12-08,Selvapuram,0.05,26.9
2021-12-08,Kurichi,0.05,31.5
2021-12-08,Vadavalli,0.05,12.8
2021-12-15,Gandhipuram,0.05,19.1
2021-12-15,RS Puram,0.19,13.7
2021-12-15,Saibaba Colony,0.05,28.4
2021-12-15,Peelamedu,0.13,16.2
2021-12-15,Singanallur,0.05,22.4
2021-12-15,Saravanampatti,0.05,16.7
2021-12-15,Race Course,0.05,11.3
2021-12-15,Ukkadam,0.43,20.1
2021-12-15,Town Hall,0.05,20.7
2021-12-15,Kuniyamuthur,0.23,17.3
2021-12-15,Sundarapuram,0.05,28.0
2021-12-15,Podanur,0.29,12.6
2021-12-15,Thudiyalur,0.05,25.3
2021-12-15,Vadakovai,0.05,21.5
2021-12-15,Ganapathy,0.05,18.1
2021-12-15,Kalapatti,0.05,24.5
2021-12-15,Kovaipudur,0.38,12.9
2021-12-15,Selvapuram,0.05,25.1
2021-12-15,Kurichi,0.15,19.7
2021-12-15,Vadavalli,0.05,29.8
2021-12-22,Gandhipuram,0.09,18.4
2021-12-22,RS Puram,0.62,8.3
2021-12-22,Saibaba Colony,0.22,19.6
2021-12-22,Peelamedu,0.55,12.5
2021-12-22,Singanallur,0.06,14.6
2021-12-22,Saravanampatti,0.05,14.3
2021-12-22,Race Course,0.05,21.4
2021-12-22,Ukkadam,0.42,20.7
2021-12-22,Town Hall,0.12,19.9
2021-12-22,Kuniyamuthur,0.13,13.0
2021-12-22,Sundarapuram,0.05,26.4
2021-12-22,Podanur,0.46,12.1
2021-12-22,Thudiyalur,0.16,21.2
2021-12-22,Vadakovai,0.05,14.3
2021-12-22,Ganapathy,0.05,21.2
2021-12-22,Kalapatti,0.05,16.8
2021-12-22,Kovaipudur,0.05,26.0
2021-12-22,Selvapuram,0.05,18.4
2021-12-22,Kurichi,0.05,25.3
2021-12-22,Vadavalli,0.05,16.4
2021-12-29,Gandhipuram,0.36,16.2
2021-12-29,RS Puram,0.18,25.0
2021-12-29,Saibaba Colony,0.27,15.7
2021-12-29,Peelamedu,0.35,14.6
2021-12-29,Singanallur,0.05,16.1
2021-12-29,Saravanampatti,0.11,16.4
2021-12-29,Race Course,0.05,24.3
2021-12-29,Ukkadam,0.05,28.8
2021-12-29,Town Hall,0.31,17.5
2021-12-29,Kuniyamuthur,0.35,9.3
2021-12-29,Sundarapuram,0.05,15.1
2021-12-29,Podanur,0.62,14.2
2021-12-29,Thudiyalur,0.22,20.5
2021-12-29,Vadakovai,0.1,10.5
2021-12-29,Ganapathy,0.05,20.4
2021-12-29,Kalapatti,0.05,12.3
2021-12-29,Kovaipudur,0.08,19.5
2021-12-29,Selvapuram,0.05,17.1
2021-12-29,Kurichi,0.24,18.7
2021-12-29,Vadavalli,0.05,22.5
2022-01-05,Gandhipuram,0.25,14.9
2022-01-05,RS Puram,0.17,14.5
2022-01-05,Saibaba Colony,0.05,19.5
2022-01-05,Peelamedu,0.05,16.8
2022-01-05,Singanallur,0.09,14.4
2022-01-05,Saravanampatti,0.05,16.5
2022-01-05,Race Course,0.05,21.7
2022-01-05,Ukkadam,0.26,15.8
2022-01-05,Town Hall,0.05,21.0
2022-01-05,Kuniyamuthur,0.06,13.2
2022-01-05,Sundarapuram,0.05,15.2
2022-01-05,Podanur,0.32,22.6
2022-01-05,Thudiyalur,0.41,20.3
2022-01-05,Vadakovai,0.05,20.1
2022-01-05,Ganapathy,0.05,16.9
2022-01-05,Kalapatti,0.05,30.6
2022-01-05,Kovaipudur,0.05,25.7
2022-01-05,Selvapuram,0.05,26.4
2022-01-05,Kurichi,0.05,25.7
2022-01-05,Vadavalli,0.05,24.2
2022-01-12,Gandhipuram,0.07,9.5
2022-01-12,RS Puram,0.1,19.0
2022-01-12,Saibaba Colony,0.05,10.6
2022-01-12,Peelamedu,0.05,22.7
2022-01-12,Singanallur,0.11,16.3
2022-01-12,Saravanampatti,0.05,11.4
2022-01-12,Race Course,0.25,10.2
2022-01-12,Ukkadam,0.5,17.3
2022-01-12,Town Hall,0.35,11.5
2022-01-12,Kuniyamuthur,0.09,13.1
2022-01-12,Sundarapuram,0.05,17.3
2022-01-12,Podanur,0.19,16.4
2022-01-12,Thudiyalur,0.1,26.5
2022-01-12,Vadakovai,0.05,17.8
2022-01-12,Ganapathy,0.12,6.6
2022-01-12,Kalapatti,0.05,21.7
2022-01-12,Kovaipudur,0.1,16.9
2022-01-12,Selvapuram,0.05,23.0
2022-01-12,Kurichi,0.34,17.8
2022-01-12,Vadavalli,0.05,18.9
2022-01-19,Gandhipuram,0.05,19.5
2022-01-19,RS Puram,0.25,23.6
2022-01-19,Saibaba Colony,0.05,21.1
2022-01-19,Peelamedu,0.05,22.0
2022-01-19,Singanallur,0.05,27.3
2022-01-19,Saravanampatti,0.05,24.7
2022-01-19,Race Course,0.05,20.1
2022-01-19,Ukkadam,0.46,25.8
2022-01-19,Town Hall,0.07,23.8
2022-01-19,Kuniyamuthur,0.43,12.7
2022-01-19,Sundarapuram,0.18,14.2
2022-01-19,Podanur,0.46,20.5
2022-01-19,Thudiyalur,0.47,9.8
2022-01-19,Vadakovai,0.11,13.8
2022-01-19,Ganapathy,0.05,26.7
2022-01-19,Kalapatti,0.05,13.7
2022-01-19,Kovaipudur,0.07,23.3
2022-01-19,Selvapuram,0.05,30.5
2022-01-19,Kurichi,0.07,18.1
2022-01-19,Vadavalli,0.05,13.1
2022-01-26,Gandhipuram,0.05,28.1
2022-01-26,RS Puram,0.33,22.3
2022-01-26,Saibaba Colony,0.22,16.3
2022-01-26,Peelamedu,0.14,11.3
2022-01-26,Singanallur,0.05,18.4
2022-01-26,Saravanampatti,0.05,28.2
2022-01-26,Race Course,0.05,18.6
2022-01-26,Ukkadam,0.27,8.9
2022-01-26,Town Hall,0.05,17.6
2022-01-26,Kuniyamuthur,0.16,13.9
2022-01-26,Sundarapuram,0.05,12.6
2022-01-26,Podanur,0.48,13.8
2022-01-26,Thudiyalur,0.52,17.8
2022-01-26,Vadakovai,0.05,16.7
2022-01-26,Ganapathy,0.05,21.1
2022-01-26,Kalapatti,0.05,15.0
2022-01-26,Kovaipudur,0.14,18.9
2022-01-26,Selvapuram,0.35,12.4
2022-01-26,Kurichi,0.05,21.4
2022-01-26,Vadavalli,0.05,11.2
2022-02-02,Gandhipuram,0.1,19.7
2022-02-02,RS Puram,0.34,20.9
2022-02-02,Saibaba Colony,0.08,16.8
2022-02-02,Peelamedu,0.26,14.2
2022-02-02,Singanallur,0.05,23.2
2022-02-02,Saravanampatti,0.05,21.0
2022-02-02,Race Course,0.05,27.5
2022-02-02,Ukkadam,0.63,10.3
2022-02-02,Town Hall,0.15,11.7
2022-02-02,Kuniyamuthur,0.22,13.3
2022-02-02,Sundarapuram,0.23,13.6
2022-02-02,Podanur,0.53,21.5
2022-02-02,Thudiyalur,0.3,10.2
2022-02-02,Vadakovai,0.05,23.0
2022-02-02,Ganapathy,0.05,23.0
2022-02-02,Kalapatti,0.05,20.6
2022-02-02,Kovaipudur,0.31,16.5
2022-02-02,Selvapuram,0.26,13.6
2022-02-02,Kurichi,0.05,43.8
2022-02-02,Vadavalli,0.05,23.9
2022-02-09,Gandhipuram,0.05,29.1
2022-02-09,RS Puram,0.56,16.6
2022-02-09,Saibaba Colony,0.05,14.3
2022-02-09,Peelamedu,0.05,21.8
2022-02-09,Singanallur,0.05,16.3
2022-02-09,Saravanampatti,0.05,24.6
2022-02-09,Race Course,0.05,22.9
2022-02-09,Ukkadam,0.06,19.1
2022-02-09,Town Hall,0.2,18.3
2022-02-09,Kuniyamuthur,0.47,11.8
2022-02-09,Sundarapuram,0.05,12.3
2022-02-09,Podanur,0.37,16.5
2022-02-09,Thudiyalur,0.34,16.4
2022-02-09,Vadakovai,0.05,27.1
2022-02-09,Ganapathy,0.05,21.3
2022-02-09,Kalapatti,0.05,14.3
2022-02-09,Kovaipudur,0.06,15.1
2022-02-09,Selvapuram,0.2,17.8
2022-02-09,Kurichi,0.33,16.0
2022-02-09,Vadavalli,0.05,18.9
2022-02-16,Gandhipuram,0.05,30.5
2022-02-16,RS Puram,0.77,10.0
2022-02-16,Saibaba Colony,0.15,17.9
2022-02-16,Peelamedu,0.21,11.0
2022-02-16,Singanallur,0.05,19.5
2022-02-16,Saravanampatti,0.05,15.6
2022-02-16,Race Course,0.05,16.1
2022-02-16,Ukkadam,0.25,16.4
2022-02-16,Town Hall,0.4,16.9
2022-02-16,Kuniyamuthur,0.05,22.5
2022-02-16,Sundarapuram,0.22,9.8
2022-02-16,Podanur,0.09,18.6
2022-02-16,Thudiyalur,0.48,12.4
2022-02-16,Vadakovai,0.05,27.2
2022-02-16,Ganapathy,0.05,22.7
2022-02-16,Kalapatti,0.05,18.0
2022-02-16,Kovaipudur,0.05,20.7
2022-02-16,Selvapuram,0.25,17.4
2022-02-16,Kurichi,0.05,14.5
2022-02-16,Vadavalli,0.05,16.0
2022-02-23,Gandhipuram,0.29,14.7
2022-02-23,RS Puram,0.41,13.2
2022-02-23,Saibaba Colony,0.14,21.0
2022-02-23,Peelamedu,0.05,19.7
2022-02-23,Singanallur,0.05,24.6
2022-02-23,Saravanampatti,0.05,23.6
2022-02-23,Race Course,0.05,10.5
2022-02-23,Ukkadam,0.29,14.8
2022-02-23,Town Hall,0.05,21.7
2022-02-23,Kuniyamuthur,0.16,19.4
2022-02-23,Sundarapuram,0.05,21.8
2022-02-23,Podanur,0.38,13.2
2022-02-23,Thudiyalur,0.3,18.5
2022-02-23,Vadakovai,0.05,24.4
2022-02-23,Ganapathy,0.05,25.8
2022-02-23,Kalapatti,0.05,15.6
2022-02-23,Kovaipudur,0.1,23.2
2022-02-23,Selvapuram,0.16,19.8
2022-02-23,Kurichi,0.05,29.9
2022-02-23,Vadavalli,0.05,19.3
2022-03-02,Gandhipuram,0.3,17.8
2022-03-02,RS Puram,0.59,13.9
2022-03-02,Saibaba Colony,0.05,13.3
2022-03-02,Peelamedu,0.15,13.0
2022-03-02,Singanallur,0.05,16.6
2022-03-02,Saravanampatti,0.11,9.8
2022-03-02,Race Course,0.18,13.2
2022-03-02,Ukkadam,0.1,14.3
2022-03-02,Town Hall,0.07,21.5
2022-03-02,Kuniyamuthur,0.09,17.5
2022-03-02,Sundarapuram,0.05,24.6
2022-03-02,Podanur,0.39,18.8
2022-03-02,Thudiyalur,0.47,19.2
2022-03-02,Vadakovai,0.05,16.3
2022-03-02,Ganapathy,0.05,17.1
2022-03-02,Kalapatti,0.31,10.8
2022-03-02,Kovaipudur,0.09,16.5
2022-03-02,Selvapuram,0.2,22.0
2022-03-02,Kurichi,0.05,21.7
2022-03-02,Vadavalli,0.05,12.2
2022-03-09,Gandhipuram,0.29,20.8
2022-03-09,RS Puram,0.25,26.6
2022-03-09,Saibaba Colony,0.1,16.9
2022-03-09,Peelamedu,0.05,18.5
2022-03-09,Singanallur,0.05,17.2
2022-03-09,Saravanampatti,0.05,12.3
2022-03-09,Race Course,0.05,28.5
2022-03-09,Ukkadam,0.64,12.2
2022-03-09,Town Hall,0.17,14.0
2022-03-09,Kuniyamuthur,0.21,18.2
2022-03-09,Sundarapuram,0.05,19.9
2022-03-09,Podanur,0.38,21.5
2022-03-09,Thudiyalur,0.58,20.4
2022-03-09,Vadakovai,0.09,15.2
2022-03-09,Ganapathy,0.05,23.2
2022-03-09,Kalapatti,0.05,19.1
2022-03-09,Kovaipudur,0.15,17.3
2022-03-09,Selvapuram,0.11,14.7
2022-03-09,Kurichi,0.12,18.7
2022-03-09,Vadavalli,0.05,18.6
2022-03-16,Gandhipuram,0.3,12.9
2022-03-16,RS Puram,0.39,16.0
2022-03-16,Saibaba Colony,0.09,20.1
2022-03-16,Peelamedu,0.22,17.0
2022-03-16,Singanallur,0.05,19.2
2022-03-16,Saravanampatti,0.05,16.1
2022-03-16,Race Course,0.05,19.5
2022-03-16,Ukkadam,0.48,15.0
2022-03-16,Town Hall,0.22,11.7
2022-03-16,Kuniyamuthur,0.05,18.1
2022-03-16,Sundarapuram,0.05,15.2
2022-03-16,Podanur,0.37,17.4
2022-03-16,Thudiyalur,0.31,20.1
2022-03-16,Vadakovai,0.05,18.9
2022-03-16,Ganapathy,0.18,14.7
2022-03-16,Kalapatti,0.05,14.2
2022-03-16,Kovaipudur,0.05,26.4
2022-03-16,Selvapuram,0.15,13.3
2022-03-16,Kurichi,0.31,13.5
2022-03-16,Vadavalli,0.05,15.8
2022-03-23,Gandhipuram,0.05,19.4
2022-03-23,RS Puram,0.06,20.5
2022-03-23,Saibaba Colony,0.25,15.0
2022-03-23,Peelamedu,0.05,18.5
2022-03-23,Singanallur,0.06,14.3
2022-03-23,Saravanampatti,0.05,18.4
2022-03-23,Race Course,0.05,13.7
2022-03-23,Ukkadam,0.36,16.4
2022-03-23,Town Hall,0.05,14.5
2022-03-23,Kuniyamuthur,0.05,20.9
2022-03-23,Sundarapuram,0.05,13.4
2022-03-23,Podanur,0.33,21.5
2022-03-23,Thudiyalur,0.33,21.6
2022-03-23,Vadakovai,0.05,28.3
2022-03-23,Ganapathy,0.05,14.0
2022-03-23,Kalapatti,0.05,11.0
2022-03-23,Kovaipudur,0.07,19.2
2022-03-23,Selvapuram,0.22,12.8
2022-03-23,Kurichi,0.31,10.9
2022-03-23,Vadavalli,0.11,14.6
2022-03-30,Gandhipuram,0.2,16.2
2022-03-30,RS Puram,0.22,13.5
2022-03-30,Saibaba Colony,0.16,14.5
2022-03-30,Peelamedu,0.05,19.6
2022-03-30,Singanallur,0.05,19.7
2022-03-30,Saravanampatti,0.05,22.6
2022-03-30,Race Course,0.05,15.8
2022-03-30,Ukkadam,0.19,20.3
2022-03-30,Town Hall,0.05,16.9
2022-03-30,Kuniyamuthur,0.15,23.9
2022-03-30,Sundarapuram,0.05,17.8
2022-03-30,Podanur,0.16,22.8
2022-03-30,Thudiyalur,0.55,15.9
2022-03-30,Vadakovai,0.05,24.3
2022-03-30,Ganapathy,0.05,12.0
2022-03-30,Kalapatti,0.05,30.0
2022-03-30,Kovaipudur,0.36,17.2
2022-03-30,Selvapuram,0.05,15.5
2022-03-30,Kurichi,0.2,13.8
2022-03-30,Vadavalli,0.05,20.9
2022-04-06,Gandhipuram,0.22,15.7
2022-04-06,RS Puram,0.19,25.1
2022-04-06,Saibaba Colony,0.05,22.7
2022-04-06,Peelamedu,0.28,13.5
2022-04-06,Singanallur,0.05,17.4
2022-04-06,Saravanampatti,0.05,14.9
2022-04-06,Race Course,0.05,23.0
2022-04-06,Ukkadam,0.59,15.5
2022-04-06,Town Hall,0.41,30.6
2022-04-06,Kuniyamuthur,0.2,13.8
2022-04-06,Sundarapuram,0.06,13.4
2022-04-06,Podanur,0.16,28.2
2022-04-06,Thudiyalur,0.06,24.3
2022-04-06,Vadakovai,0.05,15.9
2022-04-06,Ganapathy,0.07,19.0
2022-04-06,Kalapatti,0.05,32.5
2022-04-06,Kovaipudur,0.25,14.7
2022-04-06,Selvapuram,0.2,14.2
2022-04-06,Kurichi,0.15,15.9
2022-04-06,Vadavalli,0.05,16.9
2022-04-13,Gandhipuram,0.14,22.9
2022-04-13,RS Puram,0.76,13.4
2022-04-13,Saibaba Colony,0.36,8.8
2022-04-13,Peelamedu,0.05,16.4
2022-04-13,Singanallur,0.21,10.8
2022-04-13,Saravanampatti,0.05,17.9
2022-04-13,Race Course,0.05,15.8
2022-04-13,Ukkadam,0.46,18.9
2022-04-13,Town Hall,0.05,29.9
2022-04-13,Kuniyamuthur,0.16,17.0
2022-04-13,Sundarapuram,0.05,17.1
2022-04-13,Podanur,0.31,14.4
2022-04-13,Thudiyalur,0.25,17.9
2022-04-13,Vadakovai,0.05,14.8
2022-04-13,Ganapathy,0.05,19.5
2022-04-13,Kalapatti,0.05,35.0
2022-04-13,Kovaipudur,0.23,17.0
2022-04-13,Selvapuram,0.39,11.5
2022-04-13,Kurichi,0.16,14.0
2022-04-13,Vadavalli,0.05,18.0
2022-04-20,Gandhipuram,0.05,21.7
2022-04-20,RS Puram,0.59,15.2
2022-04-20,Saibaba Colony,0.43,12.6
2022-04-20,Peelamedu,0.25,15.2
2022-04-20,Singanallur,0.05,22.7
2022-04-20,Saravanampatti,0.13,10.1
2022-04-20,Race Course,0.05,18.5
2022-04-20,Ukkadam,0.25,18.6
2022-04-20,Town Hall,0.05,15.6
2022-04-20,Kuniyamuthur,0.05,28.0
2022-04-20,Sundarapuram,0.05,16.1
2022-04-20,Podanur,0.3,19.5
2022-04-20,Thudiyalur,0.29,27.4
2022-04-20,Vadakovai,0.05,20.0
2022-04-20,Ganapathy,0.05,26.6
2022-04-20,Kalapatti,0.14,19.2
2022-04-20,Kovaipudur,0.22,17.8
2022-04-20,Selvapuram,0.05,17.1
2022-04-20,Kurichi,0.05,24.4
2022-04-20,Vadavalli,0.05,13.4
2022-04-27,Gandhipuram,0.15,11.9
2022-04-27,RS Puram,0.18,19.2
2022-04-27,Saibaba Colony,0.05,20.2
2022-04-27,Peelamedu,0.36,13.5
2022-04-27,Singanallur,0.05,31.9
2022-04-27,Saravanampatti,0.05,16.2
2022-04-27,Race Course,0.05,18.8
2022-04-27,Ukkadam,0.33,19.3
2022-04-27,Town Hall,0.22,16.6
2022-04-27,Kuniyamuthur,0.05,26.3
2022-04-27,Sundarapuram,0.13,13.6
2022-04-27,Podanur,0.05,21.3
2022-04-27,Thudiyalur,0.46,12.9
2022-04-27,Vadakovai,0.05,21.0
2022-04-27,Ganapathy,0.05,18.8
2022-04-27,Kalapatti,0.05,17.6
2022-04-27,Kovaipudur,0.05,19.5
2022-04-27,Selvapuram,0.05,18.9
2022-04-27,Kurichi,0.17,18.4
2022-04-27,Vadavalli,0.05,24.6
2022-05-04,Gandhipuram,0.05,12.6
2022-05-04,RS Puram,0.54,19.1
2022-05-04,Saibaba Colony,0.23,19.8
2022-05-04,Peelamedu,0.09,27.4
2022-05-04,Singanallur,0.05,28.9
2022-05-04,Saravanampatti,0.05,17.4
2022-05-04,Race Course,0.05,13.0
2022-05-04,Ukkadam,0.33,19.0
2022-05-04,Town Hall,0.05,17.1
2022-05-04,Kuniyamuthur,0.16,13.3
2022-05-04,Sundarapuram,0.05,22.2
2022-05-04,Podanur,0.42,22.2
2022-05-04,Thudiyalur,0.66,13.2
2022-05-04,Vadakovai,0.05,21.2
2022-05-04,Ganapathy,0.05,24.7
2022-05-04,Kalapatti,0.05,23.1
2022-05-04,Kovaipudur,0.05,22.3
2022-05-04,Selvapuram,0.05,22.9
2022-05-04,Kurichi,0.07,17.8
2022-05-04,Vadavalli,0.05,21.5
2022-05-11,Gandhipuram,0.15,16.6
2022-05-11,RS Puram,0.6,14.5
2022-05-11,Saibaba Colony,0.29,13.2
2022-05-11,Peelamedu,0.05,28.1
2022-05-11,Singanallur,0.05,22.8
2022-05-11,Saravanampatti,0.1,12.4
2022-05-11,Race Course,0.05,18.7
2022-05-11,Ukkadam,0.44,14.6
2022-05-11,Town Hall,0.44,12.0
2022-05-11,Kuniyamuthur,0.12,18.9
2022-05-11,Sundarapuram,0.05,20.2
2022-05-11,Podanur,0.11,21.4
2022-05-11,Thudiyalur,0.62,16.3
2022-05-11,Vadakovai,0.05,20.0
2022-05-11,Ganapathy,0.05,11.2
2022-05-11,Kalapatti,0.2,16.3
2022-05-11,Kovaipudur,0.18,16.9
2022-05-11,Selvapuram,0.09,24.2
2022-05-11,Kurichi,0.06,13.0
2022-05-11,Vadavalli,0.05,28.1
2022-05-18,Gandhipuram,0.26,9.6
2022-05-18,RS Puram,0.23,19.2
2022-05-18,Saibaba Colony,0.24,15.2
2022-05-18,Peelamedu,0.37,11.5
2022-05-18,Singanallur,0.05,19.4
2022-05-18,Saravanampatti,0.05,19.1
2022-05-18,Race Course,0.05,10.7
2022-05-18,Ukkadam,0.36,15.0
2022-05-18,Town Hall,0.05,24.1
2022-05-18,Kuniyamuthur,0.07,16.9
2022-05-18,Sundarapuram,0.05,14.8
2022-05-18,Podanur,0.48,10.6
2022-05-18,Thudiyalur,0.32,10.0
2022-05-18,Vadakovai,0.05,16.4
2022-05-18,Ganapathy,0.05,17.4
2022-05-18,Kalapatti,0.05,23.5
2022-05-18,Kovaipudur,0.24,15.7
2022-05-18,Selvapuram,0.12,14.6
2022-05-18,Kurichi,0.05,12.2
2022-05-18,Vadavalli,0.05,36.9
2022-05-25,Gandhipuram,0.2,11.5
2022-05-25,RS Puram,0.34,11.2
2022-05-25,Saibaba Colony,0.05,20.9
2022-05-25,Peelamedu,0.05,26.1
2022-05-25,Singanallur,0.13,13.8
2022-05-25,Saravanampatti,0.05,28.0
2022-05-25,Race Course,0.05,20.6
2022-05-25,Ukkadam,0.09,19.0
2022-05-25,Town Hall,0.26,16.6
2022-05-25,Kuniyamuthur,0.05,15.9
2022-05-25,Sundarapuram,0.05,20.0
2022-05-25,Podanur,0.36,13.1
2022-05-25,Thudiyalur,0.51,15.5
2022-05-25,Vadakovai,0.11,18.0
2022-05-25,Ganapathy,0.05,27.8
2022-05-25,Kalapatti,0.12,11.2
2022-05-25,Kovaipudur,0.05,28.0
2022-05-25,Selvapuram,0.05,19.4
2022-05-25,Kurichi,0.24,9.6
2022-05-25,Vadavalli,0.1,10.0
2022-06-01,Gandhipuram,0.05,34.4
2022-06-01,RS Puram,0.26,30.7
2022-06-01,Saibaba Colony,0.05,65.4
2022-06-01,Peelamedu,0.05,44.1
2022-06-01,Singanallur,0.05,42.7
2022-06-01,Saravanampatti,0.05,69.1
2022-06-01,Race Course,0.05,40.4
