date,ward,cholera_cases,typhoid_cases,dysentery_cases,hepatitis_cases
27-10-2021,Thudiyalur,8,18,8,11
27-10-2021,Vadakovai,9,26,17,15
27-10-2021,Ganapathy,21,36,17,17
27-10-2021,Kalapatti,32,29,20,15
27-10-2021,Kovaipudur,9,16,13,12
27-10-2021,Selvapuram,7,12,6,9
27-10-2021,Kurichi,9,16,8,4
27-10-2021,Vadavalli,16,21,15,19
03-11-2021,Gandhipuram,15,17,11,12
03-11-2021,RS Puram,9,11,10,5
03-11-2021,Saibaba Colony,12,16,4,13
03-11-2021,Peelamedu,13,9,14,16
03-11-2021,Singanallur,13,18,24,24
03-11-2021,Saravanampatti,20,28,22,25
03-11-2021,Race Course,10,16,10,17
03-11-2021,Ukkadam,12,13,6,8
03-11-2021,Town Hall,11,12,9,7
03-11-2021,Kuniyamuthur,9,4,6,8
03-11-2021,Sundarapuram,15,14,8,13
03-11-2021,Podanur,2,6,7,7
03-11-2021,Thudiyalur,16,10,15,12
03-11-2021,Vadakovai,11,11,15,19
03-11-2021,Ganapathy,17,22,11,24
03-11-2021,Kalapatti,27,26,23,17
03-11-2021,Kovaipudur,8,15,8,6
03-11-2021,Selvapuram,10,10,6,8
03-11-2021,Kurichi,11,10,7,9
03-11-2021,Vadavalli,14,14,19,16
10-11-2021,Gandhipuram,14,20,4,10
10-11-2021,RS Puram,5,8,10,10
10-11-2021,Saibaba Colony,9,12,10,10
10-11-2021,Peelamedu,9,9,13,10
10-11-2021,Singanallur,12,19,20,11
10-11-2021,Saravanampatti,18,29,20,20
10-11-2021,Race Course,10,11,10,6
10-11-2021,Ukkadam,10,17,5,14
10-11-2021,Town Hall,16,6,5,3
10-11-2021,Kuniyamuthur,9,14,14,10
10-11-2021,Sundarapuram,12,19,8,13
10-11-2021,Podanur,5,11,3,5
10-11-2021,Thudiyalur,6,9,8,6
10-11-2021,Vadakovai,16,13,10,17
10-11-2021,Ganapathy,16,25,12,16
10-11-2021,Kalapatti,27,26,20,15
10-11-2021,Kovaipudur,17,10,9,5
10-11-2021,Selvapuram,12,14,4,9
10-11-2021,Kurichi,10,15,11,12
10-11-2021,Vadavalli,14,18,17,19
17-11-2021,Gandhipuram,10,18,9,13
17-11-2021,RS Puram,4,14,8,3
17-11-2021,Saibaba Colony,10,11,15,9
17-11-2021,Peelamedu,8,19,9,8
17-11-2021,Singanallur,13,21,10,10
17-11-2021,Saravanampatti,23,18,17,21
17-11-2021,Race Course,10,12,17,11
17-11-2021,Ukkadam,8,10,11,19
17-11-2021,Town Hall,11,9,10,9
17-11-2021,Kuniyamuthur,5,10,14,10
17-11-2021,Sundarapuram,16,14,8,11
17-11-2021,Podanur,4,5,4,6
17-11-2021,Thudiyalur,9,16,7,11
17-11-2021,Vadakovai,11,15,7,19
17-11-2021,Ganapathy,20,14,17,19
17-11-2021,Kalapatti,22,28,20,26
17-11-2021,Kovaipudur,6,9,13,14
17-11-2021,Selvapuram,7,16,8,9
17-11-2021,Kurichi,14,8,12,7
17-11-2021,Vadavalli,20,21,24,18
24-11-2021,Gandhipuram,12,17,12,14
24-11-2021,RS Puram,6,7,12,5
24-11-2021,Saibaba Colony,16,12,12,15
24-11-2021,Peelamedu,11,14,7,13
24-11-2021,Singanallur,18,21,15,18
24-11-2021,Saravanampatti,25,28,17,21
24-11-2021,Race Course,16,15,18,21
24-11-2021,Ukkadam,5,13,10,13
24-11-2021,Town Hall,6,13,5,6
24-11-2021,Kuniyamuthur,7,13,9,5
24-11-2021,Sundarapuram,8,17,13,16
24-11-2021,Podanur,2,1,1,5
24-11-2021,Thudiyalur,8,20,8,10
24-11-2021,Vadakovai,9,9,10,18
24-11-2021,Ganapathy,9,18,19,20
24-11-2021,Kalapatti,13,31,19,23
24-11-2021,Kovaipudur,8,10,10,7
24-11-2021,Selvapuram,10,9,9,8
24-11-2021,Kurichi,8,8,11,11
24-11-2021,Vadavalli,20,18,19,18
01-12-2021,Gandhipuram,10,10,7,6
01-12-2021,RS Puram,9,18,9,8
01-12-2021,Saibaba Colony,11,18,10,8
01-12-2021,Peelamedu,16,9,7,8
01-12-2021,Singanallur,19,13,16,10
01-12-2021,Saravanampatti,30,23,21,19
01-12-2021,Race Course,8,10,9,11
01-12-2021,Ukkadam,7,12,8,4
01-12-2021,Town Hall,6,9,5,8
01-12-2021,Kuniyamuthur,12,13,12,12
01-12-2021,Sundarapuram,16,15,19,11
01-12-2021,Podanur,5,4,4,3
01-12-2021,Thudiyalur,5,15,11,5
01-12-2021,Vadakovai,12,25,8,8
01-12-2021,Ganapathy,14,24,13,8
01-12-2021,Kalapatti,26,24,17,10
01-12-2021,Kovaipudur,11,15,10,6
01-12-2021,Selvapuram,11,16,13,8
01-12-2021,Kurichi,9,13,9,7
01-12-2021,Vadavalli,18,18,20,15
08-12-2021,Gandhipuram,11,19,7,13
08-12-2021,RS Puram,6,4,2,2
08-12-2021,Saibaba Colony,10,13,10,8
08-12-2021,Peelamedu,13,11,10,8
08-12-2021,Singanallur,17,19,19,13
08-12-2021,Saravanampatti,17,25,17,5
08-12-2021,Race Course,15,14,2,8
08-12-2021,Ukkadam,5,8,6,3
08-12-2021,Town Hall,6,7,6,5
08-12-2021,Kuniyamuthur,11,12,12,11
08-12-2021,Sundarapuram,11,13,8,7
08-12-2021,Podanur,0,13,3,1
08-12-2021,Thudiyalur,5,11,7,6
08-12-2021,Vadakovai,8,16,20,5
08-12-2021,Ganapathy,19,27,12,11
08-12-2021,Kalapatti,18,24,13,9
08-12-2021,Kovaipudur,9,9,7,6
08-12-2021,Selvapuram,9,9,7,5
08-12-2021,Kurichi,18,8,8,6
08-12-2021,Vadavalli,10,15,12,13
15-12-2021,Gandhipuram,14,13,7,9
15-12-2021,RS Puram,3,6,6,2
15-12-2021,Saibaba Colony,7,17,11,8
15-12-2021,Peelamedu,13,11,11,6
15-12-2021,Singanallur,14,27,15,12
15-12-2021,Saravanampatti,26,24,15,11
15-12-2021,Race Course,10,23,7,8
15-12-2021,Ukkadam,6,11,7,6
15-12-2021,Town Hall,9,11,8,7
15-12-2021,Kuniyamuthur,7,7,8,4
15-12-2021,Sundarapuram,8,13,11,11
15-12-2021,Podanur,2,7,0,5
15-12-2021,Thudiyalur,5,13,11,6
15-12-2021,Vadakovai,13,22,17,8
15-12-2021,Ganapathy,15,23,19,11
15-12-2021,Kalapatti,26,36,24,16
15-12-2021,Kovaipudur,4,6,10,6
15-12-2021,Selvapuram,11,8,8,3
15-12-2021,Kurichi,13,5,13,10
15-12-2021,Vadavalli,15,20,16,9
22-12-2021,Gandhipuram,14,18,9,5
22-12-2021,RS Puram,4,8,4,3
22-12-2021,Saibaba Colony,11,12,6,9
22-12-2021,Peelamedu,6,11,12,5
22-12-2021,Singanallur,18,15,13,7
22-12-2021,Saravanampatti,13,26,16,11
22-12-2021,Race Course,9,14,12,10
22-12-2021,Ukkadam,10,6,10,2
22-12-2021,Town Hall,3,3,8,5
22-12-2021,Kuniyamuthur,4,10,10,5
22-12-2021,Sundarapuram,9,11,11,8
22-12-2021,Podanur,3,5,2,1
22-12-2021,Thudiyalur,8,9,6,6
22-12-2021,Vadakovai,9,10,11,10
22-12-2021,Ganapathy,20,19,13,11
22-12-2021,Kalapatti,24,22,11,19
22-12-2021,Kovaipudur,9,11,6,13
22-12-2021,Selvapuram,11,8,9,7
22-12-2021,Kurichi,7,11,3,10
22-12-2021,Vadavalli,14,12,19,13
29-12-2021,Gandhipuram,12,12,5,8
29-12-2021,RS Puram,5,11,7,7
29-12-2021,Saibaba Colony,6,15,7,7
29-12-2021,Peelamedu,7,6,6,9
29-12-2021,Singanallur,13,21,13,8
29-12-2021,Saravanampatti,20,27,18,14
29-12-2021,Race Course,23,13,8,10
29-12-2021,Ukkadam,11,7,3,8
29-12-2021,Town Hall,10,7,6,0
29-12-2021,Kuniyamuthur,8,9,8,7
29-12-2021,Sundarapuram,8,22,10,10
29-12-2021,Podanur,3,7,3,1
29-12-2021,Thudiyalur,11,11,4,9
29-12-2021,Vadakovai,8,12,13,7
29-12-2021,Ganapathy,16,28,24,11
29-12-2021,Kalapatti,26,17,15,15
29-12-2021,Kovaipudur,11,8,13,8
29-12-2021,Selvapuram,10,4,1,4
29-12-2021,Kurichi,4,15,10,8
29-12-2021,Vadavalli,14,25,21,6
05-01-2022,Gandhipuram,8,15,10,5
05-01-2022,RS Puram,6,7,7,5
05-01-2022,Saibaba Colony,11,11,12,4
05-01-2022,Peelamedu,2,9,8,3
05-01-2022,Singanallur,11,13,12,16
05-01-2022,Saravanampatti,24,18,15,12
05-01-2022,Race Course,10,10,7,12
05-01-2022,Ukkadam,4,20,6,5
05-01-2022,Town Hall,7,9,12,12
05-01-2022,Kuniyamuthur,5,10,8,2
05-01-2022,Sundarapuram,13,19,11,5
05-01-2022,Podanur,5,4,6,3
05-01-2022,Thudiyalur,6,11,15,6
05-01-2022,Vadakovai,9,15,7,10
05-01-2022,Ganapathy,17,18,14,12
05-01-2022,Kalapatti,18,32,23,27
05-01-2022,Kovaipudur,9,14,10,5
05-01-2022,Selvapuram,6,14,11,7
05-01-2022,Kurichi,12,12,5,7
05-01-2022,Vadavalli,11,22,12,10
12-01-2022,Gandhipuram,6,16,4,5
12-01-2022,RS Puram,7,10,7,7
12-01-2022,Saibaba Colony,8,11,5,9
12-01-2022,Peelamedu,13,11,10,6
12-01-2022,Singanallur,16,11,13,8
12-01-2022,Saravanampatti,21,11,23,12
12-01-2022,Race Course,14,5,8,3
12-01-2022,Ukkadam,6,2,12,5
12-01-2022,Town Hall,9,5,6,3
12-01-2022,Kuniyamuthur,3,8,9,6
12-01-2022,Sundarapuram,11,7,11,8
12-01-2022,Podanur,8,2,5,3
12-01-2022,Thudiyalur,10,13,8,6
12-01-2022,Vadakovai,8,19,7,6
12-01-2022,Ganapathy,24,11,15,6
12-01-2022,Kalapatti,32,25,19,16
12-01-2022,Kovaipudur,9,15,9,12
12-01-2022,Selvapuram,8,9,7,6
12-01-2022,Kurichi,3,13,9,4
12-01-2022,Vadavalli,13,21,13,8
19-01-2022,Gandhipuram,14,9,11,12
19-01-2022,RS Puram,6,10,7,4
19-01-2022,Saibaba Colony,10,13,14,12
19-01-2022,Peelamedu,10,15,14,4
19-01-2022,Singanallur,14,23,12,10
19-01-2022,Saravanampatti,19,22,14,13
19-01-2022,Race Course,23,10,7,12
19-01-2022,Ukkadam,3,7,8,8
19-01-2022,Town Hall,8,8,11,6
19-01-2022,Kuniyamuthur,3,8,6,4
19-01-2022,Sundarapuram,12,15,5,10
19-01-2022,Podanur,3,4,5,4
19-01-2022,Thudiyalur,8,7,7,2
19-01-2022,Vadakovai,6,15,7,12
19-01-2022,Ganapathy,17,25,20,13
19-01-2022,Kalapatti,12,26,27,10
19-01-2022,Kovaipudur,10,9,9,8
19-01-2022,Selvapuram,8,13,7,7
19-01-2022,Kurichi,13,6,7,7
19-01-2022,Vadavalli,11,14,12,14
26-01-2022,Gandhipuram,16,19,8,8
26-01-2022,RS Puram,8,6,7,10
26-01-2022,Saibaba Colony,12,14,4,4
26-01-2022,Peelamedu,7,8,8,4
26-01-2022,Singanallur,16,23,17,4
26-01-2022,Saravanampatti,18,31,23,19
26-01-2022,Race Course,14,12,12,7
26-01-2022,Ukkadam,7,9,5,4
26-01-2022,Town Hall,6,7,9,3
26-01-2022,Kuniyamuthur,10,15,7,4
26-01-2022,Sundarapuram,6,16,7,9
26-01-2022,Podanur,3,5,2,1
26-01-2022,Thudiyalur,6,11,5,1
26-01-2022,Vadakovai,13,20,13,9
26-01-2022,Ganapathy,15,12,19,11
26-01-2022,Kalapatti,17,18,22,12
26-01-2022,Kovaipudur,7,22,12,5
26-01-2022,Selvapuram,2,4,5,4
26-01-2022,Kurichi,9,14,13,2
26-01-2022,Vadavalli,13,14,13,7
02-02-2022,Gandhipuram,9,19,9,7
02-02-2022,RS Puram,6,5,4,4
02-02-2022,Saibaba Colony,7,7,13,7
02-02-2022,Peelamedu,13,8,8,3
02-02-2022,Singanallur,10,15,11,13
02-02-2022,Saravanampatti,18,21,21,11
02-02-2022,Race Course,15,10,10,2
02-02-2022,Ukkadam,6,6,3,1
02-02-2022,Town Hall,6,14,6,3
02-02-2022,Kuniyamuthur,6,9,6,2
02-02-2022,Sundarapuram,8,9,5,7
02-02-2022,Podanur,9,6,2,3
02-02-2022,Thudiyalur,14,8,7,1
02-02-2022,Vadakovai,12,13,5,8
02-02-2022,Ganapathy,21,22,7,7
02-02-2022,Kalapatti,18,35,26,10
02-02-2022,Kovaipudur,8,9,6,2
02-02-2022,Selvapuram,9,11,7,3
02-02-2022,Kurichi,12,21,7,8
02-02-2022,Vadavalli,15,18,10,11
09-02-2022,Gandhipuram,13,20,14,6
09-02-2022,RS Puram,4,7,7,5
09-02-2022,Saibaba Colony,3,10,5,4
09-02-2022,Peelamedu,6,21,4,9
09-02-2022,Singanallur,10,14,17,13
09-02-2022,Saravanampatti,22,30,24,12
09-02-2022,Race Course,8,15,13,9
09-02-2022,Ukkadam,12,14,12,6
09-02-2022,Town Hall,6,5,1,6
09-02-2022,Kuniyamuthur,5,6,5,3
09-02-2022,Sundarapuram,6,11,10,4
09-02-2022,Podanur,5,7,4,1
09-02-2022,Thudiyalur,4,14,6,6
09-02-2022,Vadakovai,16,20,14,7
09-02-2022,Ganapathy,19,22,20,16
09-02-2022,Kalapatti,22,25,19,12
09-02-2022,Kovaipudur,11,11,4,8
09-02-2022,Selvapuram,9,12,10,4
09-02-2022,Kurichi,8,11,10,8
09-02-2022,Vadavalli,14,12,14,9
16-02-2022,Gandhipuram,15,14,10,8
16-02-2022,RS Puram,5,6,2,5
16-02-2022,Saibaba Colony,10,10,8,9
16-02-2022,Peelamedu,5,10,3,5
16-02-2022,Singanallur,11,17,12,10
16-02-2022,Saravanampatti,20,20,17,12
16-02-2022,Race Course,7,18,11,10
16-02-2022,Ukkadam,10,12,2,5
16-02-2022,Town Hall,3,7,4,4
16-02-2022,Kuniyamuthur,6,12,16,3
16-02-2022,Sundarapuram,15,13,10,6
16-02-2022,Podanur,7,8,10,4
16-02-2022,Thudiyalur,10,9,9,2
16-02-2022,Vadakovai,12,14,13,8
16-02-2022,Ganapathy,16,25,23,11
16-02-2022,Kalapatti,20,25,19,11
16-02-2022,Kovaipudur,11,22,6,6
16-02-2022,Selvapuram,13,11,3,4
16-02-2022,Kurichi,6,11,12,7
16-02-2022,Vadavalli,16,12,18,9
23-02-2022,Gandhipuram,13,14,7,8
23-02-2022,RS Puram,8,3,4,3
23-02-2022,Saibaba Colony,13,15,7,9
23-02-2022,Peelamedu,6,13,8,8
23-02-2022,Singanallur,15,25,14,13
23-02-2022,Saravanampatti,17,27,28,19
23-02-2022,Race Course,10,8,9,3
23-02-2022,Ukkadam,4,14,5,8
23-02-2022,Town Hall,7,9,11,5
23-02-2022,Kuniyamuthur,9,6,4,3
23-02-2022,Sundarapuram,17,25,15,14
23-02-2022,Podanur,6,4,4,6
23-02-2022,Thudiyalur,9,11,11,7
23-02-2022,Vadakovai,19,16,11,4
23-02-2022,Ganapathy,20,14,24,8
23-02-2022,Kalapatti,28,33,10,12
23-02-2022,Kovaipudur,7,8,7,9
23-02-2022,Selvapuram,6,13,11,5
23-02-2022,Kurichi,11,17,6,9
23-02-2022,Vadavalli,12,17,15,12
02-03-2022,Gandhipuram,8,16,11,8
02-03-2022,RS Puram,7,7,5,6
02-03-2022,Saibaba Colony,13,9,10,6
02-03-2022,Peelamedu,12,9,3,1
02-03-2022,Singanallur,17,13,17,7
02-03-2022,Saravanampatti,11,20,13,11
02-03-2022,Race Course,9,10,11,3
02-03-2022,Ukkadam,5,6,8,3
02-03-2022,Town Hall,10,10,6,7
02-03-2022,Kuniyamuthur,5,13,10,6
02-03-2022,Sundarapuram,9,18,11,9
02-03-2022,Podanur,4,8,4,2
02-03-2022,Thudiyalur,3,15,6,5
02-03-2022,Vadakovai,10,9,16,4
02-03-2022,Ganapathy,18,25,22,8
02-03-2022,Kalapatti,16,22,12,16
02-03-2022,Kovaipudur,8,12,3,6
02-03-2022,Selvapuram,9,9,13,4
02-03-2022,Kurichi,10,13,8,8
02-03-2022,Vadavalli,12,14,10,7
09-03-2022,Gandhipuram,12,18,14,5
09-03-2022,RS Puram,6,8,8,4
09-03-2022,Saibaba Colony,6,15,13,6
09-03-2022,Peelamedu,11,14,10,5
09-03-2022,Singanallur,16,20,12,5
09-03-2022,Saravanampatti,18,16,19,10
09-03-2022,Race Course,18,14,14,10
09-03-2022,Ukkadam,7,8,7,4
09-03-2022,Town Hall,9,8,4,6
09-03-2022,Kuniyamuthur,5,13,5,7
09-03-2022,Sundarapuram,8,15,13,13
09-03-2022,Podanur,1,6,10,3
09-03-2022,Thudiyalur,11,13,6,6
09-03-2022,Vadakovai,15,13,13,4
09-03-2022,Ganapathy,17,24,15,6
09-03-2022,Kalapatti,28,27,26,9
09-03-2022,Kovaipudur,9,10,10,3
09-03-2022,Selvapuram,10,12,5,8
09-03-2022,Kurichi,14,13,5,6
09-03-2022,Vadavalli,16,17,15,12
16-03-2022,Gandhipuram,6,9,4,7
16-03-2022,RS Puram,7,6,8,2
16-03-2022,Saibaba Colony,10,21,11,5
16-03-2022,Peelamedu,6,11,9,4
16-03-2022,Singanallur,17,25,11,9
16-03-2022,Saravanampatti,26,27,17,13
16-03-2022,Race Course,10,17,15,6
16-03-2022,Ukkadam,8,6,4,4
16-03-2022,Town Hall,2,11,5,3
16-03-2022,Kuniyamuthur,10,12,7,6
16-03-2022,Sundarapuram,12,9,9,10
16-03-2022,Podanur,1,5,5,4
16-03-2022,Thudiyalur,9,12,11,2
16-03-2022,Vadakovai,15,13,10,10
16-03-2022,Ganapathy,11,22,13,8
16-03-2022,Kalapatti,23,27,21,11
16-03-2022,Kovaipudur,12,9,15,5
16-03-2022,Selvapuram,8,11,7,7
16-03-2022,Kurichi,8,13,7,3
16-03-2022,Vadavalli,10,18,14,8
23-03-2022,Gandhipuram,8,19,16,2
23-03-2022,RS Puram,5,8,6,3
23-03-2022,Saibaba Colony,7,10,9,8
23-03-2022,Peelamedu,9,15,8,4
23-03-2022,Singanallur,13,17,11,5
23-03-2022,Saravanampatti,14,19,14,17
23-03-2022,Race Course,10,12,9,9
23-03-2022,Ukkadam,11,9,5,2
23-03-2022,Town Hall,8,9,6,5
23-03-2022,Kuniyamuthur,9,10,4,11
23-03-2022,Sundarapuram,14,13,8,9
23-03-2022,Podanur,4,1,5,4
23-03-2022,Thudiyalur,17,8,9,3
23-03-2022,Vadakovai,13,18,12,8
23-03-2022,Ganapathy,13,17,14,12
23-03-2022,Kalapatti,10,14,13,11
23-03-2022,Kovaipudur,7,18,9,6
23-03-2022,Selvapuram,5,11,6,7
23-03-2022,Kurichi,4,7,11,5
23-03-2022,Vadavalli,9,14,18,12
30-03-2022,Gandhipuram,10,18,7,6
30-03-2022,RS Puram,5,8,4,6
30-03-2022,Saibaba Colony,11,11,6,4
30-03-2022,Peelamedu,7,7,7,4
30-03-2022,Singanallur,22,28,21,8
30-03-2022,Saravanampatti,26,30,23,11
30-03-2022,Race Course,4,15,12,5
30-03-2022,Ukkadam,10,13,3,10
30-03-2022,Town Hall,5,7,3,2
30-03-2022,Kuniyamuthur,9,7,12,7
30-03-2022,Sundarapuram,10,14,11,10
30-03-2022,Podanur,6,7,3,5
30-03-2022,Thudiyalur,8,16,6,3
30-03-2022,Vadakovai,11,20,18,7
30-03-2022,Ganapathy,9,14,11,7
30-03-2022,Kalapatti,17,25,18,20
30-03-2022,Kovaipudur,10,10,10,5
30-03-2022,Selvapuram,12,9,5,10
30-03-2022,Kurichi,14,10,10,3
30-03-2022,Vadavalli,15,15,18,8
06-04-2022,Gandhipuram,15,12,11,8
06-04-2022,RS Puram,4,8,1,7
06-04-2022,Saibaba Colony,6,12,13,6
06-04-2022,Peelamedu,5,7,6,5
06-04-2022,Singanallur,15,15,11,19
06-04-2022,Saravanampatti,14,26,16,11
06-04-2022,Race Course,10,21,13,13
06-04-2022,Ukkadam,5,8,6,2
06-04-2022,Town Hall,7,13,3,4
06-04-2022,Kuniyamuthur,11,7,5,7
06-04-2022,Sundarapuram,17,15,7,5
06-04-2022,Podanur,9,9,5,1
06-04-2022,Thudiyalur,7,7,9,8
06-04-2022,Vadakovai,13,18,10,7
06-04-2022,Ganapathy,9,26,21,14
06-04-2022,Kalapatti,22,30,25,20
06-04-2022,Kovaipudur,6,11,9,3
06-04-2022,Selvapuram,6,6,4,3
06-04-2022,Kurichi,8,9,10,5
06-04-2022,Vadavalli,19,17,9,11
13-04-2022,Gandhipuram,8,7,13,10
13-04-2022,RS Puram,7,8,1,3
13-04-2022,Saibaba Colony,7,8,6,1
13-04-2022,Peelamedu,14,15,7,8
13-04-2022,Singanallur,11,13,11,8
13-04-2022,Saravanampatti,22,25,18,7
13-04-2022,Race Course,14,15,16,5
13-04-2022,Ukkadam,11,7,6,3
13-04-2022,Town Hall,5,11,9,7
13-04-2022,Kuniyamuthur,5,12,8,4
13-04-2022,Sundarapuram,12,13,14,5
13-04-2022,Podanur,4,3,3,2
13-04-2022,Thudiyalur,3,12,5,7
13-04-2022,Vadakovai,15,11,11,7
13-04-2022,Ganapathy,27,24,20,9
13-04-2022,Kalapatti,26,32,21,18
13-04-2022,Kovaipudur,9,13,13,1
13-04-2022,Selvapuram,10,7,3,2
13-04-2022,Kurichi,7,16,5,4
13-04-2022,Vadavalli,14,25,18,6
20-04-2022,Gandhipuram,19,15,14,5
20-04-2022,RS Puram,10,6,4,1
20-04-2022,Saibaba Colony,9,11,8,5
20-04-2022,Peelamedu,7,13,10,5
20-04-2022,Singanallur,24,13,13,11
20-04-2022,Saravanampatti,17,20,14,9
20-04-2022,Race Course,18,17,12,16
20-04-2022,Ukkadam,5,5,7,4
20-04-2022,Town Hall,5,5,6,4
20-04-2022,Kuniyamuthur,7,11,4,6
20-04-2022,Sundarapuram,11,14,11,9
20-04-2022,Podanur,4,4,4,5
20-04-2022,Thudiyalur,5,15,6,7
20-04-2022,Vadakovai,9,16,13,9
20-04-2022,Ganapathy,9,17,18,5
20-04-2022,Kalapatti,22,29,16,15
20-04-2022,Kovaipudur,8,3,10,7
20-04-2022,Selvapuram,5,15,5,6
20-04-2022,Kurichi,15,22,8,6
20-04-2022,Vadavalli,16,20,15,8
27-04-2022,Gandhipuram,7,12,17,7
27-04-2022,RS Puram,5,10,9,2
27-04-2022,Saibaba Colony,15,6,10,6
27-04-2022,Peelamedu,9,11,8,6
27-04-2022,Singanallur,16,18,11,10
27-04-2022,Saravanampatti,14,22,21,13
27-04-2022,Race Course,10,20,11,11
27-04-2022,Ukkadam,7,13,8,5
27-04-2022,Town Hall,9,12,1,4
27-04-2022,Kuniyamuthur,11,10,4,7
27-04-2022,Sundarapuram,5,13,12,10
27-04-2022,Podanur,7,4,5,4
27-04-2022,Thudiyalur,7,7,10,3
27-04-2022,Vadakovai,11,9,10,7
27-04-2022,Ganapathy,16,30,21,12
27-04-2022,Kalapatti,27,26,16,15
27-04-2022,Kovaipudur,10,19,8,8
27-04-2022,Selvapuram,12,11,11,8
27-04-2022,Kurichi,7,10,8,6
27-04-2022,Vadavalli,9,23,11,16
04-05-2022,Gandhipuram,8,12,10,8
04-05-2022,RS Puram,6,11,11,2
04-05-2022,Saibaba Colony,5,11,14,10
04-05-2022,Peelamedu,13,10,9,3
04-05-2022,Singanallur,12,12,16,11
04-05-2022,Saravanampatti,16,28,28,10
04-05-2022,Race Course,8,8,13,7
04-05-2022,Ukkadam,4,9,12,8
04-05-2022,Town Hall,7,11,14,4
04-05-2022,Kuniyamuthur,4,11,16,3
04-05-2022,Sundarapuram,10,14,15,4
04-05-2022,Podanur,5,6,10,4
04-05-2022,Thudiyalur,3,12,6,3
04-05-2022,Vadakovai,11,15,16,11
04-05-2022,Ganapathy,15,35,14,17
04-05-2022,Kalapatti,31,31,34,13
04-05-2022,Kovaipudur,9,9,15,8
04-05-2022,Selvapuram,8,4,13,6
04-05-2022,Kurichi,9,9,10,6
04-05-2022,Vadavalli,11,19,16,7
11-05-2022,Gandhipuram,10,20,20,5
11-05-2022,RS Puram,3,10,7,5
11-05-2022,Saibaba Colony,5,14,14,8
11-05-2022,Peelamedu,7,9,9,5
11-05-2022,Singanallur,19,25,23,7
11-05-2022,Saravanampatti,12,16,23,11
11-05-2022,Race Course,9,15,16,5
11-05-2022,Ukkadam,7,3,11,3
11-05-2022,Town Hall,4,7,5,4
11-05-2022,Kuniyamuthur,10,10,9,6
11-05-2022,Sundarapuram,12,19,19,6
11-05-2022,Podanur,5,14,10,7
11-05-2022,Thudiyalur,4,7,13,2
11-05-2022,Vadakovai,7,16,23,10
11-05-2022,Ganapathy,12,13,24,10
11-05-2022,Kalapatti,17,25,30,11
11-05-2022,Kovaipudur,5,6,15,7
11-05-2022,Selvapuram,10,8,13,6
11-05-2022,Kurichi,7,8,10,6
11-05-2022,Vadavalli,17,19,17,14
18-05-2022,Gandhipuram,8,13,17,4
18-05-2022,RS Puram,7,3,12,3
18-05-2022,Saibaba Colony,6,14,13,8
18-05-2022,Peelamedu,9,6,12,5
18-05-2022,Singanallur,9,27,21,5
18-05-2022,Saravanampatti,21,28,31,14
18-05-2022,Race Course,13,10,13,3
18-05-2022,Ukkadam,1,9,11,4
18-05-2022,Town Hall,12,8,6,1
18-05-2022,Kuniyamuthur,9,6,13,8
18-05-2022,Sundarapuram,9,16,15,8
18-05-2022,Podanur,4,4,10,1
18-05-2022,Thudiyalur,8,8,8,7
18-05-2022,Vadakovai,6,17,19,8
18-05-2022,Ganapathy,16,15,24,7
18-05-2022,Kalapatti,19,31,22,21
18-05-2022,Kovaipudur,13,10,7,12
18-05-2022,Selvapuram,7,12,12,6
18-05-2022,Kurichi,7,7,11,5
18-05-2022,Vadavalli,19,23,22,11
25-05-2022,Gandhipuram,8,16,8,9
25-05-2022,RS Puram,5,10,6,2
25-05-2022,Saibaba Colony,11,16,14,5
25-05-2022,Peelamedu,11,9,9,8
25-05-2022,Singanallur,10,20,20,7
25-05-2022,Saravanampatti,10,27,24,23
25-05-2022,Race Course,10,10,19,14
25-05-2022,Ukkadam,12,10,8,7
25-05-2022,Town Hall,7,9,12,3
25-05-2022,Kuniyamuthur,9,7,11,8
25-05-2022,Sundarapuram,15,16,12,12
25-05-2022,Podanur,9,5,5,1
25-05-2022,Thudiyalur,7,13,9,4
25-05-2022,Vadakovai,8,17,9,5
25-05-2022,Ganapathy,21,23,13,7
25-05-2022,Kalapatti,17,13,21,11
25-05-2022,Kovaipudur,15,11,17,6
25-05-2022,Selvapuram,8,16,14,3
25-05-2022,Kurichi,7,10,8,4
25-05-2022,Vadavalli,11,13,11,4
01-06-2022,Gandhipuram,22,14,20,4
01-06-2022,RS Puram,8,7,12,4
01-06-2022,Saibaba Colony,15,16,11,5
01-06-2022,Peelamedu,17,8,15,9
01-06-2022,Singanallur,16,21,25,12
01-06-2022,Saravanampatti,27,20,20,17
01-06-2022,Race Course,14,16,13,7
01-06-2022,Ukkadam,10,16,10,5
01-06-2022,Town Hall,14,11,7,9
01-06-2022,Kuniyamuthur,22,16,11,10
01-06-2022,Sundarapuram,25,10,22,7
01-06-2022,Podanur,3,9,6,5
01-06-2022,Thudiyalur,17,16,7,9
01-06-2022,Vadakovai,24,17,21,10
01-06-2022,Ganapathy,29,22,19,5
01-06-2022,Kalapatti,34,25,35,21
01-06-2022,Kovaipudur,15,17,15,4
01-06-2022,Selvapuram,16,13,12,6
01-06-2022,Kurichi,13,8,15,6
01-06-2022,Vadavalli,20,23,20,12
08-06-2022,Gandhipuram,19,15,12,10
08-06-2022,RS Puram,13,5,12,4
08-06-2022,Saibaba Colony,16,22,15,8
