date,ward,rainfall_mm
2023-02-03,Saibaba Colony,7.3
2023-02-03,Peelamedu,1.7
2023-02-03,Singanallur,0.8
2023-02-03,Saravanampatti,1.5
2023-02-03,Race Course,0.9
2023-02-03,Ukkadam,0.0
2023-02-03,Town Hall,3.2
2023-02-03,Kuniyamuthur,0.1
2023-02-03,Sundarapuram,0.7
2023-02-03,Podanur,3.8
2023-02-03,Thudiyalur,3.3
2023-02-03,Vadakovai,0.2
2023-02-03,Ganapathy,3.2
2023-02-03,Kalapatti,8.0
2023-02-03,Kovaipudur,0.2
2023-02-03,Selvapuram,1.6
2023-02-03,Kurichi,3.9
2023-02-03,Vadavalli,3.3
2023-02-04,Gandhipuram,0.8
2023-02-04,RS Puram,0.5
2023-02-04,Saibaba Colony,4.6
2023-02-04,Peelamedu,9.4
2023-02-04,Singanallur,4.4
2023-02-04,Saravanampatti,9.9
2023-02-04,Race Course,2.8
2023-02-04,Ukkadam,7.9
2023-02-04,Town Hall,3.5
2023-02-04,Kuniyamuthur,7.2
2023-02-04,Sundarapuram,0.5
2023-02-04,Podanur,5.1
2023-02-04,Thudiyalur,0.7
2023-02-04,Vadakovai,0.1
2023-02-04,Ganapathy,2.2
2023-02-04,Kalapatti,1.1
2023-02-04,Kovaipudur,0.1
2023-02-04,Selvapuram,11.8
2023-02-04,Kurichi,3.3
2023-02-04,Vadavalli,7.0
2023-02-05,Gandhipuram,21.0
2023-02-05,RS Puram,1.5
2023-02-05,Saibaba Colony,0.9
2023-02-05,Peelamedu,0.6
2023-02-05,Singanallur,2.2
2023-02-05,Saravanampatti,2.8
2023-02-05,Race Course,1.9
2023-02-05,Ukkadam,1.5
2023-02-05,Town Hall,0.6
2023-02-05,Kuniyamuthur,1.7
2023-02-05,Sundarapuram,0.3
2023-02-05,Podanur,6.0
2023-02-05,Thudiyalur,0.1
2023-02-05,Vadakovai,1.4
2023-02-05,Ganapathy,0.3
2023-02-05,Kalapatti,4.5
2023-02-05,Kovaipudur,1.1
2023-02-05,Selvapuram,0.4
2023-02-05,Kurichi,2.3
2023-02-05,Vadavalli,7.4
2023-02-06,Gandhipuram,7.2
2023-02-06,RS Puram,0.9
2023-02-06,Saibaba Colony,3.8
2023-02-06,Peelamedu,0.1
2023-02-06,Singanallur,0.4
2023-02-06,Saravanampatti,2.1
2023-02-06,Race Course,0.8
2023-02-06,Ukkadam,4.8
2023-02-06,Town Hall,8.0
2023-02-06,Kuniyamuthur,0.0
2023-02-06,Sundarapuram,0.8
2023-02-06,Podanur,1.7
2023-02-06,Thudiyalur,2.5
2023-02-06,Vadakovai,7.4
2023-02-06,Ganapathy,6.7
2023-02-06,Kalapatti,3.0
2023-02-06,Kovaipudur,0.9
2023-02-06,Selvapuram,4.6
2023-02-06,Kurichi,0.7
2023-02-06,Vadavalli,10.1
2023-02-07,Gandhipuram,0.0
2023-02-07,RS Puram,2.5
2023-02-07,Saibaba Colony,0.3
2023-02-07,Peelamedu,1.6
2023-02-07,Singanallur,3.0
2023-02-07,Saravanampatti,3.5
2023-02-07,Race Course,4.6
2023-02-07,Ukkadam,2.7
2023-02-07,Town Hall,0.9
2023-02-07,Kuniyamuthur,6.6
2023-02-07,Sundarapuram,5.0
2023-02-07,Podanur,0.5
2023-02-07,Thudiyalur,5.3
2023-02-07,Vadakovai,10.8
2023-02-07,Ganapathy,3.0
2023-02-07,Kalapatti,1.0
2023-02-07,Kovaipudur,2.8
2023-02-07,Selvapuram,1.3
2023-02-07,Kurichi,3.4
2023-02-07,Vadavalli,2.4
2023-02-08,Gandhipuram,8.0
2023-02-08,RS Puram,2.9
2023-02-08,Saibaba Colony,0.7
2023-02-08,Peelamedu,3.9
2023-02-08,Singanallur,1.1
2023-02-08,Saravanampatti,1.0
2023-02-08,Race Course,1.5
2023-02-08,Ukkadam,0.0
2023-02-08,Town Hall,10.4
2023-02-08,Kuniyamuthur,2.3
2023-02-08,Sundarapuram,4.5
2023-02-08,Podanur,0.9
2023-02-08,Thudiyalur,4.1
2023-02-08,Vadakovai,2.5
2023-02-08,Ganapathy,1.7
2023-02-08,Kalapatti,10.6
2023-02-08,Kovaipudur,2.0
2023-02-08,Selvapuram,3.2
2023-02-08,Kurichi,0.0
2023-02-08,Vadavalli,1.1
2023-02-09,Gandhipuram,6.6
2023-02-09,RS Puram,4.3
2023-02-09,Saibaba Colony,2.3
2023-02-09,Peelamedu,6.9
2023-02-09,Singanallur,2.0
2023-02-09,Saravanampatti,2.5
2023-02-09,Race Course,1.4
2023-02-09,Ukkadam,2.9
2023-02-09,Town Hall,1.2
2023-02-09,Kuniyamuthur,1.5
2023-02-09,Sundarapuram,10.2
2023-02-09,Podanur,0.4
2023-02-09,Thudiyalur,0.3
2023-02-09,Vadakovai,0.1
2023-02-09,Ganapathy,1.2
2023-02-09,Kalapatti,1.5
2023-02-09,Kovaipudur,0.3
2023-02-09,Selvapuram,2.4
2023-02-09,Kurichi,2.6
2023-02-09,Vadavalli,4.2
2023-02-10,Gandhipuram,11.2
2023-02-10,RS Puram,2.9
2023-02-10,Saibaba Colony,0.4
2023-02-10,Peelamedu,0.3
2023-02-10,Singanallur,4.5
2023-02-10,Saravanampatti,3.2
2023-02-10,Race Course,0.5
2023-02-10,Ukkadam,0.9
2023-02-10,Town Hall,4.2
2023-02-10,Kuniyamuthur,2.5
2023-02-10,Sundarapuram,2.6
2023-02-10,Podanur,0.7
2023-02-10,Thudiyalur,3.0
2023-02-10,Vadakovai,4.4
2023-02-10,Ganapathy,6.5
2023-02-10,Kalapatti,4.0
2023-02-10,Kovaipudur,2.6
2023-02-10,Selvapuram,3.4
2023-02-10,Kurichi,2.0
2023-02-10,Vadavalli,0.8
2023-02-11,Gandhipuram,6.4
2023-02-11,RS Puram,2.3
2023-02-11,Saibaba Colony,2.7
2023-02-11,Peelamedu,13.8
2023-02-11,Singanallur,12.6
2023-02-11,Saravanampatti,2.6
2023-02-11,Race Course,0.1
2023-02-11,Ukkadam,1.5
2023-02-11,Town Hall,8.3
2023-02-11,Kuniyamuthur,1.0
2023-02-11,Sundarapuram,21.7
2023-02-11,Podanur,0.3
2023-02-11,Thudiyalur,2.5
2023-02-11,Vadakovai,2.2
2023-02-11,Ganapathy,0.9
2023-02-11,Kalapatti,8.9
2023-02-11,Kovaipudur,2.9
2023-02-11,Selvapuram,0.8
2023-02-11,Kurichi,1.5
2023-02-11,Vadavalli,3.8
2023-02-12,Gandhipuram,1.1
2023-02-12,RS Puram,6.4
2023-02-12,Saibaba Colony,0.5
2023-02-12,Peelamedu,0.9
2023-02-12,Singanallur,0.5
2023-02-12,Saravanampatti,0.3
2023-02-12,Race Course,1.1
2023-02-12,Ukkadam,21.3
2023-02-12,Town Hall,0.3
2023-02-12,Kuniyamuthur,0.7
2023-02-12,Sundarapuram,1.0
2023-02-12,Podanur,2.9
2023-02-12,Thudiyalur,4.1
2023-02-12,Vadakovai,4.2
2023-02-12,Ganapathy,0.0
2023-02-12,Kalapatti,3.2
2023-02-12,Kovaipudur,3.0
2023-02-12,Selvapuram,2.2
2023-02-12,Kurichi,1.4
2023-02-12,Vadavalli,4.8
2023-02-13,Gandhipuram,1.3
2023-02-13,RS Puram,0.8
2023-02-13,Saibaba Colony,1.1
2023-02-13,Peelamedu,1.7
2023-02-13,Singanallur,0.7
2023-02-13,Saravanampatti,2.8
2023-02-13,Race Course,6.5
2023-02-13,Ukkadam,2.7
2023-02-13,Town Hall,1.8
2023-02-13,Kuniyamuthur,4.8
2023-02-13,Sundarapuram,4.1
2023-02-13,Podanur,1.4
2023-02-13,Thudiyalur,2.8
2023-02-13,Vadakovai,3.9
2023-02-13,Ganapathy,0.8
2023-02-13,Kalapatti,1.4
2023-02-13,Kovaipudur,0.3
2023-02-13,Selvapuram,13.2
2023-02-13,Kurichi,0.3
2023-02-13,Vadavalli,0.6
2023-02-14,Gandhipuram,2.0
2023-02-14,RS Puram,6.0
2023-02-14,Saibaba Colony,1.3
2023-02-14,Peelamedu,4.4
2023-02-14,Singanallur,3.4
2023-02-14,Saravanampatti,3.1
2023-02-14,Race Course,5.6
2023-02-14,Ukkadam,0.0
2023-02-14,Town Hall,7.9
2023-02-14,Kuniyamuthur,5.3
2023-02-14,Sundarapuram,8.3
2023-02-14,Podanur,4.7
2023-02-14,Thudiyalur,6.3
2023-02-14,Vadakovai,0.7
2023-02-14,Ganapathy,1.2
2023-02-14,Kalapatti,1.1
2023-02-14,Kovaipudur,0.3
2023-02-14,Selvapuram,3.9
2023-02-14,Kurichi,0.4
2023-02-14,Vadavalli,0.2
2023-02-15,Gandhipuram,4.5
2023-02-15,RS Puram,7.1
2023-02-15,Saibaba Colony,4.3
2023-02-15,Peelamedu,5.2
2023-02-15,Singanallur,2.7
2023-02-15,Saravanampatti,6.6
2023-02-15,Race Course,2.1
2023-02-15,Ukkadam,13.4
2023-02-15,Town Hall,0.3
2023-02-15,Kuniyamuthur,5.0
2023-02-15,Sundarapuram,3.1
2023-02-15,Podanur,2.6
2023-02-15,Thudiyalur,3.9
2023-02-15,Vadakovai,5.5
2023-02-15,Ganapathy,6.0
2023-02-15,Kalapatti,0.6
2023-02-15,Kovaipudur,0.7
2023-02-15,Selvapuram,0.0
2023-02-15,Kurichi,0.4
2023-02-15,Vadavalli,0.9
2023-02-16,Gandhipuram,3.8
2023-02-16,RS Puram,1.9
2023-02-16,Saibaba Colony,4.3
2023-02-16,Peelamedu,2.0
2023-02-16,Singanallur,2.4
2023-02-16,Saravanampatti,0.4
2023-02-16,Race Course,4.5
2023-02-16,Ukkadam,4.3
2023-02-16,Town Hall,1.1
2023-02-16,Kuniyamuthur,1.2
2023-02-16,Sundarapuram,0.7
2023-02-16,Podanur,5.0
2023-02-16,Thudiyalur,4.1
2023-02-16,Vadakovai,2.8
2023-02-16,Ganapathy,0.8
2023-02-16,Kalapatti,0.6
2023-02-16,Kovaipudur,0.2
2023-02-16,Selvapuram,0.1
2023-02-16,Kurichi,0.6
2023-02-16,Vadavalli,0.3
2023-02-17,Gandhipuram,2.4
2023-02-17,RS Puram,1.3
2023-02-17,Saibaba Colony,1.8
2023-02-17,Peelamedu,2.7
2023-02-17,Singanallur,3.2
2023-02-17,Saravanampatti,3.1
2023-02-17,Race Course,0.9
2023-02-17,Ukkadam,5.0
2023-02-17,Town Hall,7.5
2023-02-17,Kuniyamuthur,1.1
2023-02-17,Sundarapuram,0.1
2023-02-17,Podanur,6.9
2023-02-17,Thudiyalur,7.7
2023-02-17,Vadakovai,0.2
2023-02-17,Ganapathy,0.0
2023-02-17,Kalapatti,5.1
2023-02-17,Kovaipudur,1.1
2023-02-17,Selvapuram,7.4
2023-02-17,Kurichi,0.7
2023-02-17,Vadavalli,5.9
2023-02-18,Gandhipuram,0.2
2023-02-18,RS Puram,0.9
2023-02-18,Saibaba Colony,10.9
2023-02-18,Peelamedu,0.8
2023-02-18,Singanallur,0.4
2023-02-18,Saravanampatti,5.8
2023-02-18,Race Course,0.4
2023-02-18,Ukkadam,0.3
2023-02-18,Town Hall,1.2
2023-02-18,Kuniyamuthur,3.0
2023-02-18,Sundarapuram,3.7
2023-02-18,Podanur,6.4
2023-02-18,Thudiyalur,2.3
2023-02-18,Vadakovai,1.5
2023-02-18,Ganapathy,1.3
2023-02-18,Kalapatti,5.6
2023-02-18,Kovaipudur,3.9
2023-02-18,Selvapuram,7.1
2023-02-18,Kurichi,10.0
2023-02-18,Vadavalli,1.1
2023-02-19,Gandhipuram,2.3
2023-02-19,RS Puram,3.0
2023-02-19,Saibaba Colony,0.5
2023-02-19,Peelamedu,0.2
2023-02-19,Singanallur,6.1
2023-02-19,Saravanampatti,2.3
2023-02-19,Race Course,2.5
2023-02-19,Ukkadam,2.4
2023-02-19,Town Hall,4.2
2023-02-19,Kuniyamuthur,0.5
2023-02-19,Sundarapuram,2.9
2023-02-19,Podanur,1.9
2023-02-19,Thudiyalur,6.8
2023-02-19,Vadakovai,2.2
2023-02-19,Ganapathy,8.6
2023-02-19,Kalapatti,1.3
2023-02-19,Kovaipudur,10.2
2023-02-19,Selvapuram,6.2
2023-02-19,Kurichi,2.6
2023-02-19,Vadavalli,1.3
2023-02-20,Gandhipuram,1.4
2023-02-20,RS Puram,4.4
2023-02-20,Saibaba Colony,2.6
2023-02-20,Peelamedu,1.5
2023-02-20,Singanallur,3.0
2023-02-20,Saravanampatti,4.0
2023-02-20,Race Course,0.1
2023-02-20,Ukkadam,0.3
2023-02-20,Town Hall,0.3
2023-02-20,Kuniyamuthur,0.8
2023-02-20,Sundarapuram,1.7
2023-02-20,Podanur,4.9
2023-02-20,Thudiyalur,1.3
2023-02-20,Vadakovai,0.1
2023-02-20,Ganapathy,2.0
2023-02-20,Kalapatti,17.1
2023-02-20,Kovaipudur,1.3
2023-02-20,Selvapuram,9.8
2023-02-20,Kurichi,0.3
2023-02-20,Vadavalli,0.6
2023-02-21,Gandhipuram,3.9
2023-02-21,RS Puram,2.1
2023-02-21,Saibaba Colony,4.3
2023-02-21,Peelamedu,6.0
2023-02-21,Singanallur,0.9
2023-02-21,Saravanampatti,3.4
2023-02-21,Race Course,2.8
2023-02-21,Ukkadam,5.9
2023-02-21,Town Hall,1.7
2023-02-21,Kuniyamuthur,0.2
2023-02-21,Sundarapuram,2.6
2023-02-21,Podanur,9.6
2023-02-21,Thudiyalur,0.0
2023-02-21,Vadakovai,0.8
2023-02-21,Ganapathy,1.1
2023-02-21,Kalapatti,4.4
2023-02-21,Kovaipudur,1.2
2023-02-21,Selvapuram,0.8
2023-02-21,Kurichi,3.1
2023-02-21,Vadavalli,0.1
2023-02-22,Gandhipuram,0.6
2023-02-22,RS Puram,1.6
2023-02-22,Saibaba Colony,1.3
2023-02-22,Peelamedu,1.3
2023-02-22,Singanallur,0.3
2023-02-22,Saravanampatti,1.3
2023-02-22,Race Course,4.8
2023-02-22,Ukkadam,1.6
2023-02-22,Town Hall,2.6
2023-02-22,Kuniyamuthur,0.5
2023-02-22,Sundarapuram,0.2
2023-02-22,Podanur,6.4
2023-02-22,Thudiyalur,1.2
2023-02-22,Vadakovai,1.3
2023-02-22,Ganapathy,6.3
2023-02-22,Kalapatti,3.7
2023-02-22,Kovaipudur,4.2
2023-02-22,Selvapuram,3.4
2023-02-22,Kurichi,0.3
2023-02-22,Vadavalli,9.5
2023-02-23,Gandhipuram,7.2
2023-02-23,RS Puram,0.8
2023-02-23,Saibaba Colony,4.9
2023-02-23,Peelamedu,1.6
2023-02-23,Singanallur,3.5
2023-02-23,Saravanampatti,0.5
2023-02-23,Race Course,2.3
2023-02-23,Ukkadam,0.4
2023-02-23,Town Hall,2.3
2023-02-23,Kuniyamuthur,0.8
2023-02-23,Sundarapuram,1.8
2023-02-23,Podanur,3.3
2023-02-23,Thudiyalur,6.3
2023-02-23,Vadakovai,0.5
2023-02-23,Ganapathy,6.7
2023-02-23,Kalapatti,1.5
2023-02-23,Kovaipudur,5.6
2023-02-23,Selvapuram,2.2
2023-02-23,Kurichi,5.9
2023-02-23,Vadavalli,3.3
2023-02-24,Gandhipuram,2.1
2023-02-24,RS Puram,1.1
2023-02-24,Saibaba Colony,10.4
2023-02-24,Peelamedu,4.8
2023-02-24,Singanallur,1.4
2023-02-24,Saravanampatti,0.5
2023-02-24,Race Course,4.5
2023-02-24,Ukkadam,13.8
2023-02-24,Town Hall,1.0
2023-02-24,Kuniyamuthur,7.4
2023-02-24,Sundarapuram,0.4
2023-02-24,Podanur,9.1
2023-02-24,Thudiyalur,4.1
2023-02-24,Vadakovai,1.3
2023-02-24,Ganapathy,1.1
2023-02-24,Kalapatti,3.1
2023-02-24,Kovaipudur,2.7
2023-02-24,Selvapuram,7.5
2023-02-24,Kurichi,4.4
2023-02-24,Vadavalli,2.3
2023-02-25,Gandhipuram,7.9
2023-02-25,RS Puram,2.7
2023-02-25,Saibaba Colony,5.7
2023-02-25,Peelamedu,5.5
2023-02-25,Singanallur,7.5
2023-02-25,Saravanampatti,0.2
2023-02-25,Race Course,2.6
2023-02-25,Ukkadam,1.9
2023-02-25,Town Hall,2.0
2023-02-25,Kuniyamuthur,1.8
2023-02-25,Sundarapuram,5.5
2023-02-25,Podanur,1.2
2023-02-25,Thudiyalur,1.9
2023-02-25,Vadakovai,0.7
2023-02-25,Ganapathy,0.9
2023-02-25,Kalapatti,3.2
2023-02-25,Kovaipudur,0.4
2023-02-25,Selvapuram,0.6
2023-02-25,Kurichi,2.3
2023-02-25,Vadavalli,0.1
2023-02-26,Gandhipuram,0.4
2023-02-26,RS Puram,6.0
2023-02-26,Saibaba Colony,5.6
2023-02-26,Peelamedu,1.3
2023-02-26,Singanallur,1.3
2023-02-26,Saravanampatti,8.3
2023-02-26,Race Course,0.1
2023-02-26,Ukkadam,2.6
2023-02-26,Town Hall,2.7
2023-02-26,Kuniyamuthur,4.7
2023-02-26,Sundarapuram,9.1
2023-02-26,Podanur,1.3
2023-02-26,Thudiyalur,1.7
2023-02-26,Vadakovai,3.3
2023-02-26,Ganapathy,10.3
2023-02-26,Kalapatti,6.6
2023-02-26,Kovaipudur,3.3
2023-02-26,Selvapuram,5.8
2023-02-26,Kurichi,0.3
2023-02-26,Vadavalli,1.4
2023-02-27,Gandhipuram,0.0
2023-02-27,RS Puram,0.6
2023-02-27,Saibaba Colony,3.0
2023-02-27,Peelamedu,6.5
2023-02-27,Singanallur,3.0
2023-02-27,Saravanampatti,3.3
2023-02-27,Race Course,0.3
2023-02-27,Ukkadam,3.3
2023-02-27,Town Hall,1.8
2023-02-27,Kuniyamuthur,3.2
2023-02-27,Sundarapuram,1.2
2023-02-27,Podanur,2.6
2023-02-27,Thudiyalur,1.7
2023-02-27,Vadakovai,2.5
2023-02-27,Ganapathy,0.5
2023-02-27,Kalapatti,1.5
2023-02-27,Kovaipudur,1.4
2023-02-27,Selvapuram,4.0
2023-02-27,Kurichi,3.7
2023-02-27,Vadavalli,7.2
2023-02-28,Gandhipuram,3.0
2023-02-28,RS Puram,1.1
2023-02-28,Saibaba Colony,4.6
2023-02-28,Peelamedu,2.1
2023-02-28,Singanallur,0.6
2023-02-28,Saravanampatti,4.1
2023-02-28,Race Course,0.4
2023-02-28,Ukkadam,0.6
2023-02-28,Town Hall,4.3
2023-02-28,Kuniyamuthur,4.4
2023-02-28,Sundarapuram,4.7
2023-02-28,Podanur,1.0
2023-02-28,Thudiyalur,6.0
2023-02-28,Vadakovai,3.8
2023-02-28,Ganapathy,5.4
2023-02-28,Kalapatti,3.7
2023-02-28,Kovaipudur,2.6
2023-02-28,Selvapuram,0.3
2023-02-28,Kurichi,3.7
2023-02-28,Vadavalli,3.5
2023-03-01,Gandhipuram,1.1
2023-03-01,RS Puram,4.0
2023-03-01,Saibaba Colony,2.4
2023-03-01,Peelamedu,2.5
2023-03-01,Singanallur,1.4
2023-03-01,Saravanampatti,0.4
2023-03-01,Race Course,0.7
2023-03-01,Ukkadam,4.4
2023-03-01,Town Hall,1.0
2023-03-01,Kuniyamuthur,0.0
2023-03-01,Sundarapuram,17.4
2023-03-01,Podanur,0.7
2023-03-01,Thudiyalur,3.2
2023-03-01,Vadakovai,7.8
2023-03-01,Ganapathy,2.7
2023-03-01,Kalapatti,4.8
2023-03-01,Kovaipudur,11.2
2023-03-01,Selvapuram,5.9
2023-03-01,Kurichi,2.4
2023-03-01,Vadavalli,1.4
2023-03-02,Gandhipuram,2.0
2023-03-02,RS Puram,5.5
2023-03-02,Saibaba Colony,5.8
2023-03-02,Peelamedu,5.6
2023-03-02,Singanallur,2.7
2023-03-02,Saravanampatti,1.9
2023-03-02,Race Course,1.1
2023-03-02,Ukkadam,0.0
2023-03-02,Town Hall,4.3
2023-03-02,Kuniyamuthur,1.0
2023-03-02,Sundarapuram,1.2
2023-03-02,Podanur,5.6
2023-03-02,Thudiyalur,0.2
2023-03-02,Vadakovai,7.9
2023-03-02,Ganapathy,0.0
2023-03-02,Kalapatti,8.4
2023-03-02,Kovaipudur,1.8
2023-03-02,Selvapuram,0.3
2023-03-02,Kurichi,3.4
2023-03-02,Vadavalli,6.8
2023-03-03,Gandhipuram,1.7
2023-03-03,RS Puram,3.5
2023-03-03,Saibaba Colony,11.6
2023-03-03,Peelamedu,0.8
2023-03-03,Singanallur,5.2
2023-03-03,Saravanampatti,1.0
2023-03-03,Race Course,1.7
2023-03-03,Ukkadam,1.0
2023-03-03,Town Hall,1.8
2023-03-03,Kuniyamuthur,0.0
2023-03-03,Sundarapuram,1.1
2023-03-03,Podanur,1.8
2023-03-03,Thudiyalur,3.0
2023-03-03,Vadakovai,3.0
2023-03-03,Ganapathy,2.6
2023-03-03,Kalapatti,1.0
2023-03-03,Kovaipudur,8.8
2023-03-03,Selvapuram,1.5
2023-03-03,Kurichi,0.7
2023-03-03,Vadavalli,2.4
2023-03-04,Gandhipuram,4.1
2023-03-04,RS Puram,0.0
2023-03-04,Saibaba Colony,1.0
2023-03-04,Peelamedu,5.2
2023-03-04,Singanallur,2.1
2023-03-04,Saravanampatti,1.6
2023-03-04,Race Course,8.0
2023-03-04,Ukkadam,0.3
2023-03-04,Town Hall,2.9
2023-03-04,Kuniyamuthur,1.3
2023-03-04,Sundarapuram,0.2
2023-03-04,Podanur,0.7
2023-03-04,Thudiyalur,3.0
2023-03-04,Vadakovai,0.1
2023-03-04,Ganapathy,2.7
2023-03-04,Kalapatti,9.4
2023-03-04,Kovaipudur,4.8
2023-03-04,Selvapuram,1.3
2023-03-04,Kurichi,0.4
2023-03-04,Vadavalli,1.9
2023-03-05,Gandhipuram,1.5
2023-03-05,RS Puram,10.7
2023-03-05,Saibaba Colony,13.8
2023-03-05,Peelamedu,1.6
2023-03-05,Singanallur,0.5
2023-03-05,Saravanampatti,7.2
2023-03-05,Race Course,4.7
2023-03-05,Ukkadam,2.1
2023-03-05,Town Hall,1.4
2023-03-05,Kuniyamuthur,1.8
2023-03-05,Sundarapuram,7.0
2023-03-05,Podanur,0.6
2023-03-05,Thudiyalur,4.9
2023-03-05,Vadakovai,0.1
2023-03-05,Ganapathy,7.6
2023-03-05,Kalapatti,2.1
2023-03-05,Kovaipudur,0.8
2023-03-05,Selvapuram,0.0
2023-03-05,Kurichi,2.5
2023-03-05,Vadavalli,0.8
2023-03-06,Gandhipuram,3.0
2023-03-06,RS Puram,1.0
2023-03-06,Saibaba Colony,0.3
2023-03-06,Peelamedu,2.1
2023-03-06,Singanallur,2.5
2023-03-06,Saravanampatti,1.8
2023-03-06,Race Course,1.8
2023-03-06,Ukkadam,2.7
2023-03-06,Town Hall,2.2
2023-03-06,Kuniyamuthur,0.4
2023-03-06,Sundarapuram,0.7
2023-03-06,Podanur,0.5
2023-03-06,Thudiyalur,3.5
2023-03-06,Vadakovai,2.3
2023-03-06,Ganapathy,1.7
2023-03-06,Kalapatti,4.8
2023-03-06,Kovaipudur,1.2
2023-03-06,Selvapuram,2.5
2023-03-06,Kurichi,0.2
2023-03-06,Vadavalli,4.1
2023-03-07,Gandhipuram,3.6
2023-03-07,RS Puram,4.9
2023-03-07,Saibaba Colony,6.5
2023-03-07,Peelamedu,4.3
2023-03-07,Singanallur,5.6
2023-03-07,Saravanampatti,1.3
2023-03-07,Race Course,1.3
2023-03-07,Ukkadam,8.7
2023-03-07,Town Hall,7.4
2023-03-07,Kuniyamuthur,2.4
2023-03-07,Sundarapuram,1.4
2023-03-07,Podanur,6.0
2023-03-07,Thudiyalur,1.2
2023-03-07,Vadakovai,0.5
2023-03-07,Ganapathy,3.1
2023-03-07,Kalapatti,0.1
2023-03-07,Kovaipudur,1.4
2023-03-07,Selvapuram,4.9
2023-03-07,Kurichi,1.0
2023-03-07,Vadavalli,8.0
2023-03-08,Gandhipuram,9.4
2023-03-08,RS Puram,5.1
2023-03-08,Saibaba Colony,13.2
2023-03-08,Peelamedu,2.3
2023-03-08,Singanallur,2.5
2023-03-08,Saravanampatti,5.4
2023-03-08,Race Course,2.0
2023-03-08,Ukkadam,1.6
2023-03-08,Town Hall,2.9
2023-03-08,Kuniyamuthur,3.2
2023-03-08,Sundarapuram,4.2
2023-03-08,Podanur,3.3
2023-03-08,Thudiyalur,4.1
2023-03-08,Vadakovai,3.4
2023-03-08,Ganapathy,2.0
2023-03-08,Kalapatti,0.4
2023-03-08,Kovaipudur,4.6
2023-03-08,Selvapuram,0.1
2023-03-08,Kurichi,14.7
2023-03-08,Vadavalli,5.3
2023-03-09,Gandhipuram,3.3
2023-03-09,RS Puram,10.2
2023-03-09,Saibaba Colony,2.8
2023-03-09,Peelamedu,0.2
2023-03-09,Singanallur,2.5
2023-03-09,Saravanampatti,1.0
2023-03-09,Race Course,1.4
2023-03-09,Ukkadam,1.8
2023-03-09,Town Hall,4.5
2023-03-09,Kuniyamuthur,2.1
2023-03-09,Sundarapuram,1.9
2023-03-09,Podanur,1.1
2023-03-09,Thudiyalur,2.3
2023-03-09,Vadakovai,0.9
2023-03-09,Ganapathy,0.9
2023-03-09,Kalapatti,4.2
2023-03-09,Kovaipudur,1.3
2023-03-09,Selvapuram,0.2
2023-03-09,Kurichi,1.3
2023-03-09,Vadavalli,3.1
2023-03-10,Gandhipuram,5.0
2023-03-10,RS Puram,9.8
2023-03-10,Saibaba Colony,4.1
2023-03-10,Peelamedu,1.7
2023-03-10,Singanallur,1.1
2023-03-10,Saravanampatti,0.4
2023-03-10,Race Course,3.0
2023-03-10,Ukkadam,2.1
2023-03-10,Town Hall,3.4
2023-03-10,Kuniyamuthur,0.8
2023-03-10,Sundarapuram,1.2
2023-03-10,Podanur,1.0
2023-03-10,Thudiyalur,4.8
2023-03-10,Vadakovai,0.6
2023-03-10,Ganapathy,2.8
2023-03-10,Kalapatti,0.2
2023-03-10,Kovaipudur,2.4
2023-03-10,Selvapuram,0.2
2023-03-10,Kurichi,0.6
2023-03-10,Vadavalli,0.4
2023-03-11,Gandhipuram,1.3
2023-03-11,RS Puram,1.3
2023-03-11,Saibaba Colony,5.3
2023-03-11,Peelamedu,0.8
2023-03-11,Singanallur,0.3
2023-03-11,Saravanampatti,2.8
2023-03-11,Race Course,3.5
2023-03-11,Ukkadam,1.0
2023-03-11,Town Hall,2.8
2023-03-11,Kuniyamuthur,4.5
2023-03-11,Sundarapuram,1.3
2023-03-11,Podanur,2.2
2023-03-11,Thudiyalur,0.5
2023-03-11,Vadakovai,0.1
2023-03-11,Ganapathy,11.9
2023-03-11,Kalapatti,1.1
2023-03-11,Kovaipudur,1.0
2023-03-11,Selvapuram,10.9
2023-03-11,Kurichi,3.9
2023-03-11,Vadavalli,2.6
2023-03-12,Gandhipuram,3.6
2023-03-12,RS Puram,3.7
2023-03-12,Saibaba Colony,4.3
2023-03-12,Peelamedu,0.2
2023-03-12,Singanallur,1.6
2023-03-12,Saravanampatti,1.0
2023-03-12,Race Course,0.2
2023-03-12,Ukkadam,1.6
2023-03-12,Town Hall,2.9
2023-03-12,Kuniyamuthur,0.6
2023-03-12,Sundarapuram,1.1
2023-03-12,Podanur,3.1
2023-03-12,Thudiyalur,2.6
2023-03-12,Vadakovai,6.1
2023-03-12,Ganapathy,4.7
2023-03-12,Kalapatti,10.1
2023-03-12,Kovaipudur,2.7
2023-03-12,Selvapuram,3.6
2023-03-12,Kurichi,5.9
2023-03-12,Vadavalli,5.5
2023-03-13,Gandhipuram,3.8
2023-03-13,RS Puram,2.1
2023-03-13,Saibaba Colony,1.0
2023-03-13,Peelamedu,6.3
2023-03-13,Singanallur,4.5
2023-03-13,Saravanampatti,5.5
2023-03-13,Race Course,0.5
2023-03-13,Ukkadam,1.1
2023-03-13,Town Hall,1.7
2023-03-13,Kuniyamuthur,5.5
2023-03-13,Sundarapuram,6.7
2023-03-13,Podanur,1.0
2023-03-13,Thudiyalur,3.5
2023-03-13,Vadakovai,0.2
